num_expediente,fecha,hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorológico,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S049586,2025-04-30,13:05:00,CALL. CINCA,5,CHAMARTÍN,Alcance,Despejado,442168,4477944,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S049587,2025-04-30,13:15:00,CALL. JOAQUIN COSTA,5,CHAMARTÍN,Colisión lateral,Despejado,441690,4477480,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S049591,2025-04-30,13:00:00,PASEO. CASTELLANA,5,CHAMARTÍN,Colisión fronto-lateral,Nublado,441643,4479959,false,false,false,Turismo,Desconocido,5
2025S049593,2025-04-30,13:05:00,CALL. GOYA / CALL. LOMBIA,4,SALAMANCA,Colisión fronto-lateral,Despejado,442945,4475111,false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria ambulatoria con posterioridad,1
2025S049594,2025-04-30,13:20:00,CALL. NARDO / CALL. SIMANCAS,6,TETUÁN,Colisión frontal,Despejado,441263,4479725,false,false,false,Turismo,Desconocido,5
2025S049597,2025-04-30,13:50:00,AVDA. ALBUFERA / CALL. JARDINERA,13,PUENTE DE VALLECAS,Colisión lateral,Despejado,446546,4470415,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S049607,2025-04-30,13:50:00,AVDA. BURGOS,5,CHAMARTÍN,Alcance,Despejado,442737,4480923,false,false,false,Turismo,Atención en urgencias sin posterior ingreso,1
2025S049621,2025-04-30,14:00:00,CALL. GAZTAMBIDE,7,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,439293,4475884,false,false,false,Furgoneta,Desconocido,5
2025S049623,2025-04-30,13:50:00,CTRA. BARRIO DE LA FORTUNA,10,LATINA,Colisión múltiple,Nublado,434497,4468603,false,false,false,"Furgoneta, Turismo",Desconocido,1
2025S049624,2025-04-30,14:50:00,PASEO. BAJO DE LA VIRGEN DEL PUERTO / GTA. SAN VICENTE,1,CENTRO,Colisión fronto-lateral,Nublado,438932,4474566,false,false,false,"Furgoneta, Motocicleta > 125cc",Sin asistencia sanitaria,1
2025S049625,2025-04-30,14:30:00,CTRA. CANILLAS,16,HORTALEZA,Choque contra obstáculo fijo,,445083,4479370,false,false,false,"Camión rígido, Turismo",Desconocido,5
2025S049628,2025-04-30,15:00:00,CALL. ALCALA / CALL. FLORENCIO GARCIA,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,445748,4476484,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S049631,2025-04-30,14:45:00,AUTOV. M-30,12,USERA,Alcance,Despejado,440999,4470835,false,false,false,Turismo,Desconocido,5
2025S049634,2025-04-30,16:30:00,CALL. MONTES UNIVERSALES / CALL. MARTINEZ DE LA RIVA,13,PUENTE DE VALLECAS,Alcance,Despejado,443590,4470647,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S049635,2025-04-30,15:15:00,CALL. GARGANTA DE LOS MONTES / CALL. MENDEZ ALVARO,2,ARGANZUELA,Colisión lateral,Despejado,441762,4472580,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,1
2025S049647,2025-04-30,15:40:00,AVDA. ANDALUCIA / AVDA. LOS ROSALES,12,USERA,Alcance,Despejado,441051,4468904,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S049710,2025-04-30,18:20:00,CALL. MANUEL MACHADO,14,MORATALAZ,Colisión lateral,,443925,4473689,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049714,2025-04-30,14:45:00,CALL. ALFONSO XI / CALL. ALCALA,3,RETIRO,Colisión fronto-lateral,Despejado,441557,4474557,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049715,2025-04-30,18:30:00,CALL. SIERRA DE GUADALUPE,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,,447071,4470257,false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S049717,2025-04-30,18:15:00,CALL. ALCALDE LUIS MARICHALAR,14,MORATALAZ,Alcance,,444104,4473628,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049719,2025-04-30,18:05:00,CALL. ENRIQUE BORRAS / CALL. HIGUERAS,10,LATINA,Colisión lateral,Despejado,436898,4473231,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S049720,2025-04-30,18:45:00,CALL. AMPARO USERA,12,USERA,Choque contra obstáculo fijo,Despejado,440004,4470940,false,false,false,"Furgoneta, Motocicleta hasta 125cc",Desconocido,5
2025S049729,2025-04-30,17:00:00,CALL. SERRANO / AVDA. CONCHA ESPINA,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,442239,4478211,false,false,false,Turismo,Desconocido,1
2025S049736,2025-04-30,17:40:00,PLAZA. JOSE MARIA SOLER / AVDA. ALFONSO XIII,5,CHAMARTÍN,Colisión lateral,Despejado,443378,4478904,false,false,false,"Autobús, Turismo",Desconocido,5
2025S049737,2025-04-30,15:24:00,GTA. MIRADOR DEL SUR / CALL. VILLALONSO,17,VILLAVERDE,Colisión fronto-lateral,Despejado,439285,4466756,false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S049742,2025-04-30,19:00:00,AUTOV. M-30,5,CHAMARTÍN,Colisión lateral,Despejado,442338,4481626,false,false,false,Turismo,Desconocido,5
2025S049754,2025-04-30,18:30:00,GTA. ARCENTALES / AUTOV. M-40,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,449442,4475648,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049763,2025-04-30,19:15:00,PASEO. SANTA MARIA DE LA CABEZA,11,CARABANCHEL,Alcance,,439905,4471489,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049766,2025-04-30,19:34:00,AUTOV. M-30,3,RETIRO,Alcance,Despejado,442976,4471889,false,false,false,Turismo,Desconocido,5
2025S049769,2025-04-30,19:45:00,AUTOV. M-30,12,USERA,Alcance,Nublado,440611,4471295,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049770,2025-04-30,18:05:00,AVDA. MAYORAZGO,18,VILLA DE VALLECAS,Colisión lateral,Nublado,445859,4469376,false,false,false,Turismo,Desconocido,5
2025S049776,2025-04-30,17:52:00,PASEO. PRADO,3,RETIRO,Colisión fronto-lateral,Despejado,441183,4473924,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S049785,2025-04-30,13:00:00,CALL. CRISTO DE LA VICTORIA,12,USERA,Atropello a persona,Despejado,440023,4470034,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S049790,2025-04-30,19:50:00,CALL. SAN FAUSTINO,20,SAN BLAS-CANILLEJAS,Alcance,,448362,4477480,false,false,false,Turismo,Desconocido,5
2025S049794,2025-04-30,19:57:00,AVDA. NAZARET / CALL. JESUS APRENDIZ,3,RETIRO,Caída,Despejado,443065,4473631,false,false,false,Ciclomotor,Ingreso inferior o igual a 24 horas,7
2025S049795,2025-04-30,18:45:00,CALL. BATALLA DEL SALADO / CALL. PALOS DE LA FRONTERA,2,ARGANZUELA,Caída,Despejado,440942,4472743,false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S049801,2025-04-30,19:26:00,AVDA. ANDALUCIA / CALL. SAN DALMACIO,17,VILLAVERDE,Colisión múltiple,Despejado,441158,4466142,false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S049825,2025-04-30,20:45:00,CALL. SANTA HORTENSIA,5,CHAMARTÍN,Alcance,Despejado,443513,4477254,false,false,false,Turismo,Desconocido,1
2025S049832,2025-04-30,20:30:00,CALL. MOTA DEL CUERVO,16,HORTALEZA,Atropello a persona,Despejado,446176,4479577,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S049840,2025-04-30,19:20:00,AUTOV. M-30,11,CARABANCHEL,Alcance,Despejado,439650,4472040,false,false,false,Turismo,Desconocido,5
2025S049843,2025-04-30,20:45:00,CALL. ROCAFORT,17,VILLAVERDE,Colisión fronto-lateral,,441271,4465933,false,false,false,Turismo,Desconocido,5
2025S049849,2025-04-30,18:02:00,AUTOV. M-30,5,CHAMARTÍN,Alcance,Despejado,443742,4478199,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S049851,2025-04-30,20:20:00,AVDA. CANILLEJAS A VICALVARO / CALL. CANAL DEL BOSFORO,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,447887,4476716,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S049856,2025-04-30,20:20:00,CALL. ALCALA,15,CIUDAD LINEAL,Colisión fronto-lateral,,445068,4476064,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S049859,2025-04-30,19:30:00,AVDA. MENENDEZ PELAYO,4,SALAMANCA,Colisión lateral,Despejado,442308,4474817,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S049861,2025-04-30,20:40:00,AVDA. LAS FUERZAS ARMADAS,16,HORTALEZA,Caída,Despejado,446384,4481914,false,false,false,Bicicleta,Asistencia sanitaria sólo en el lugar del accidente,3
2025S049866,2025-04-30,17:05:00,AVDA. VEINTICINCO DE SEPTIEMBRE,20,SAN BLAS-CANILLEJAS,Caída,Despejado,446933,4477371,false,false,false,Bicicleta,Atención en urgencias sin posterior ingreso,6
2025S049891,2025-04-30,21:28:00,CALL. CORREGIDOR DIEGO DE VALDERRABANO / CALL. MANUEL MARIA ARRILLAGA,14,MORATALAZ,Solo salida de la vía,Despejado,443795,4473103,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049895,2025-04-30,21:45:00,CALL. ORENSE,6,TETUÁN,Choque contra obstáculo fijo,,441103,4478722,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S049897,2025-04-30,22:10:00,AUTOV. M-30,9,MONCLOA-ARAVACA,Caída,Se desconoce,438564,4474354,false,false,false,Motocicleta hasta 125cc,Ingreso inferior o igual a 24 horas,7
2025S049898,2025-04-30,07:00:00,CALL. MENDEZ ALVARO,13,PUENTE DE VALLECAS,Alcance,Despejado,442649,4471481,false,false,false,Turismo,Desconocido,5
2025S049903,2025-04-30,23:00:00,CALL. PEÑA TREVINCA / CALL. PEÑA TREVINCA,13,PUENTE DE VALLECAS,Colisión lateral,LLuvia intensa,443957,4471474,false,false,false,"Furgoneta, Turismo",Desconocido,1
2025S049927,2025-04-30,23:35:00,CALL. JOAQUIN COSTA,5,CHAMARTÍN,Alcance,Lluvia débil,442234,4476921,false,false,false,"Turismo, Vehículo articulado",Desconocido,5
2025S049939,2025-04-30,22:35:00,AVDA. AVIACION,10,LATINA,Caída,Lluvia débil,433462,4470003,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S049945,2025-04-30,23:50:00,CALL. CAMARENA / 70,10,LATINA,Alcance,LLuvia intensa,435866,4471828,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S049949,2025-05-01,00:50:00,CALL. CORAZON DE MARIA,5,CHAMARTÍN,Caída,Lluvia débil,443247,4477014,false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria sólo en el lugar del accidente,3
2025S049950,2025-05-01,00:25:00,AUTOV. M-30,11,CARABANCHEL,Alcance,Lluvia débil,439143,4472313,false,false,false,Turismo,Desconocido,5
2025S049951,2025-05-01,01:30:00,AVENIDA ALBUFERA,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Lluvia débil,443783,4471774,false,false,false,Turismo,Desconocido,5
2025S049962,2025-05-01,00:45:00,CALL. VALDERADUEY,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,,438234,4480268,false,false,false,Turismo,Desconocido,5
2025S049965,2025-05-01,01:20:00,RONDA. SEGOVIA,1,CENTRO,Colisión fronto-lateral,Lluvia débil,439092,4473550,true,false,false,Turismo,Sin asistencia sanitaria,1
2025S050034,2025-05-01,00:15:00,AVDA. LA GAVIA / AVDA. CERRO MILANO,18,VILLA DE VALLECAS,Alcance,LLuvia intensa,447662,4468751,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria ambulatoria con posterioridad,1
2025S050036,2025-05-01,01:20:00,CALL. MANUEL DEL VALLE,15,CIUDAD LINEAL,Colisión frontal,Lluvia débil,444496,4478160,false,false,false,Turismo,Desconocido,5
2025S050089,2025-05-01,03:40:00,CALL. JOSE ABASCAL,7,CHAMBERÍ,Colisión fronto-lateral,Lluvia débil,440787,4476649,true,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S050092,2025-05-01,05:15:00,AVDA. CANILLEJAS A VICALVARO / AVDA. ARCENTALES,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Lluvia débil,447697,4477187,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S050093,2025-05-01,05:05:00,AUTOV. M-30,15,CIUDAD LINEAL,Solo salida de la vía,Lluvia débil,443021,4481627,false,false,false,Turismo,Desconocido,5
2025S050094,2025-05-01,04:10:00,PLAZA. CORTES / CRA. SAN JERONIMO,1,CENTRO,Caída,Lluvia débil,440875,4474167,true,false,false,Ciclomotor,Sin asistencia sanitaria,1
2025S050095,2025-05-01,04:30:00,CALL. FERRAZ,9,MONCLOA-ARAVACA,Alcance,Lluvia débil,439146,4475317,true,false,false,Turismo,Desconocido,1
2025S050104,2025-05-01,05:10:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE UCLES,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Lluvia débil,446614,4475266,true,false,false,Turismo,Desconocido,5
2025S050145,2025-05-01,06:30:00,CALL. YECORA / AVDA. ARAGON,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,451342,4477815,false,false,false,Turismo,Desconocido,5
2025S050146,2025-05-01,06:50:00,AUTOV. A-5 / CALL. CARLINA,10,LATINA,Colisión fronto-lateral,Nublado,436266,4473003,false,false,false,Turismo,Ingreso inferior o igual a 24 horas,1
2025S050150,2025-05-01,08:15:00,CALL. DOCTOR ESQUERDO / CALL. ESTRELLA POLAR,3,RETIRO,Colisión fronto-lateral,Nublado,443164,4473459,false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S050157,2025-05-01,07:45:00,CALL. SANTA ENGRACIA,7,CHAMBERÍ,Alcance,Lluvia débil,440963,4475583,false,false,false,Motocicleta hasta 125cc,Desconocido,5
2025S050158,2025-05-01,08:30:00,CALL. FRANCISCO VILLAESPESA / CALL. JOSE MARIA PEREDA,15,CIUDAD LINEAL,Caída,Nublado,445076,4475561,false,false,false,Bicicleta,Atención en urgencias sin posterior ingreso,6
2025S050178,2025-05-01,08:35:00,CALL. LA RIOJA,21,BARAJAS,Caída,Nublado,450020,4478594,false,false,false,Bicicleta,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S050192,2025-05-01,09:20:00,CALL. ANTONIO DE LEYVA,11,CARABANCHEL,Caída,Nublado,439113,4470836,false,false,false,Motocicleta > 125cc,Desconocido,5
2025S050201,2025-05-01,10:05:00,CALL. FELIPE CASTRO / CALL. GABRIEL USERA,12,USERA,Colisión fronto-lateral,Despejado,439856,4470654,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S050221,2025-05-01,09:30:00,PLAZA. CUZCO / AVDA. ALBERTO ALCOCER,5,CHAMARTÍN,Colisión fronto-lateral,Nublado,441507,4478884,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,1
2025S050234,2025-05-01,01:00:00,CALL. VIA DE DUBLIN / GTA. SINTRA,21,BARAJAS,Caída,Lluvia débil,447939,4480284,false,false,false,Ciclomotor,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S050244,2025-05-01,11:30:00,CALL. SIERRA FALADORA / AVDA. ALBUFERA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,,444762,4471374,false,false,false,Turismo,Desconocido,5
2025S050247,2025-05-01,11:15:00,CALL. CASTILLA / CALL. GOIRI,6,TETUÁN,Colisión fronto-lateral,,440311,4478264,false,false,false,"Bicicleta, Turismo",Desconocido,5
2025S050249,2025-05-01,12:05:00,AVDA. BUENOS AIRES / AVDA. ALBUFERA,13,PUENTE DE VALLECAS,Atropello a persona,Despejado,444514,4471378,false,false,true,Turismo,Sin asistencia sanitaria,1
2025S050273,2025-05-01,10:18:00,CALL. EMBAJADORES / GTA. EMBAJADORES,1,CENTRO,Caída,Despejado,440347,4472960,false,false,false,Motocicleta hasta 125cc,Sin asistencia sanitaria,1
2025S050281,2025-05-01,12:45:00,CALL. ALCALA / CALL. BOLTAÑA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,448497,4477812,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S050283,2025-05-01,14:10:00,CALL. CAMINO DE LOS VINATEROS / IDB. ARROYO DE LA MEDIA LEGUA,14,MORATALAZ,Caída,Despejado,444400,4473552,false,false,false,Motocicleta hasta 125cc,Ingreso inferior o igual a 24 horas,1
2025S050285,2025-05-01,15:55:00,CALL. DOLORES BARRANCO,12,USERA,Alcance,,439888,4470514,false,false,false,Turismo,Desconocido,5
2025S050287,2025-05-01,16:53:00,AVDA. PORTUGAL,10,LATINA,Alcance,Despejado,438489,4474224,false,false,false,Furgoneta,Desconocido,5
2025S050291,2025-05-01,18:50:00,GTA. PUENTE DE SEGOVIA,10,LATINA,Colisión lateral,,438568,4473973,false,false,false,Turismo,Desconocido,5
2025S050294,2025-05-01,17:44:00,PSAJE. MONTSERRAT / PQUE. MADRID RIO,11,CARABANCHEL,Caída,Despejado,439591,4472086,false,false,true,Bicicleta,Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S050309,2025-05-01,18:35:00,CALL. PRINCIPE DE VERGARA / PLAZA. REPUBLICA DOMINICANA,5,CHAMARTÍN,Colisión lateral,Despejado,442613,4478914,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S050313,2025-05-01,19:27:00,AVDA. DEMOCRACIA / AVDA. GRAN VIA DEL ESTE,13,PUENTE DE VALLECAS,Caída,Despejado,446941,4470512,false,false,false,Motocicleta hasta 125cc,Atención en urgencias sin posterior ingreso,6
2025S050314,2025-05-01,18:46:00,CALL. SAN EPIFANIO,2,ARGANZUELA,Otro,Despejado,438803,4472572,false,false,false,Bicicleta,Sin asistencia sanitaria,1
2025S050315,2025-05-01,19:44:00,CALL. GOYA / CALL. PRINCIPE DE VERGARA,4,SALAMANCA,Colisión fronto-lateral,Despejado,442333,4475153,false,false,false,"Bicicleta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S050322,2025-05-01,21:06:00,CALL. PARROCO EUSEBIO CUENCA,2,ARGANZUELA,Caída,Despejado,441643,4471773,false,false,false,Bicicleta EPAC (pedaleo asistido),Atención en urgencias sin posterior ingreso,6
2025S050324,2025-05-01,21:44:00,CALL. MATIAS TURRION,16,HORTALEZA,Choque contra obstáculo fijo,,444239,4479217,false,false,false,Turismo,Desconocido,5
2025S050326,2025-05-01,22:22:00,CALL. AGUSTIN DE FOXA / CALL. JOSE VASCONCELOS,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,441919,4480217,false,false,false,"Motocicleta > 125cc, Turismo",Ingreso inferior o igual a 24 horas,7
2025S050328,2025-05-01,21:10:00,AVDA. AZALEAS / AVDA. ARROYO DEL SANTO,16,HORTALEZA,Colisión fronto-lateral,Se desconoce,447352,4478138,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S050329,2025-05-01,22:25:00,CALL. REY FRANCISCO / CALL. JUAN ALVAREZ MENDIZABAL,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,,439181,4475382,false,false,false,Turismo,Desconocido,5
2025S050332,2025-05-01,22:45:00,CALL. PRADILLO,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,442881,4477785,false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S050347,2025-05-01,23:22:00,CALL. BRAVO MURILLO / CALL. SANTA ENGRACIA,7,CHAMBERÍ,Colisión lateral,Despejado,440268,4476713,false,false,false,"Autobús, Turismo",Sin asistencia sanitaria,1
2025S050349,2025-05-01,22:55:00,AVDA. PORTUGAL,10,LATINA,Alcance,Despejado,437064,4473474,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S050612,2025-05-01,19:25:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. JULIAN CAMARILLO,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,446207,4475981,false,false,false,Turismo,Desconocido,5
2025S050618,2025-05-01,22:00:00,CALL. PAMPLONA,6,TETUÁN,Colisión lateral,Nublado,440193,4478440,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050369,2025-05-02,00:24:00,CALL. VELAZQUEZ / CALL. JORGE JUAN,4,SALAMANCA,Colisión lateral,Despejado,441936,4474859,true,false,false,"Furgoneta, Turismo",Desconocido,5
2025S050370,2025-05-02,00:10:00,AVDA. CIUDAD DE BARCELONA / AVDA. ALBUFERA,3,RETIRO,Colisión fronto-lateral,Despejado,443210,4472232,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050426,2025-05-02,03:23:00,AUTOV. M-30,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,LLuvia intensa,438270,4474941,true,false,false,Turismo,Desconocido,5
2025S050445,2025-05-02,03:54:00,CALL. O'DONNELL / CALL. MAIQUEZ,4,SALAMANCA,Alcance,Lluvia débil,442951,4474746,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050447,2025-05-02,04:00:00,AUTOVÍA A-6 KM7 SENTIDO SALIDA,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,LLuvia intensa,436615,4478916,true,false,false,Turismo,Desconocido,5
2025S050451,2025-05-02,04:20:00,FUENT. CIBELES / CALL. ALCALA,1,CENTRO,Choque contra obstáculo fijo,Despejado,441221,4474543,false,false,false,Turismo,Desconocido,5
2025S050460,2025-05-02,04:40:00,CTRA. BOADILLA DEL MONTE,10,LATINA,Colisión lateral,Lluvia débil,434155,4472395,true,false,false,Turismo,Desconocido,5
2025S050471,2025-05-02,06:05:00,AUTOV. M-30,5,CHAMARTÍN,Choque contra obstáculo fijo,Lluvia débil,443912,4477363,false,false,false,Turismo,Desconocido,5
2025S050476,2025-05-02,05:40:00,ESTCN. MADRID - CHAMARTIN - CLARA CAMPOAMOR,5,CHAMARTÍN,Colisión lateral,Lluvia débil,442100,4480329,false,false,false,Turismo,Desconocido,5
2025S050487,2025-05-02,06:10:00,AUTOV. M-23,14,MORATALAZ,Choque contra obstáculo fijo,LLuvia intensa,443909,4474489,false,false,false,Turismo,Desconocido,5
2025S050497,2025-05-02,07:20:00,CALL. CASALARREINA,19,VICÁLVARO,Choque contra obstáculo fijo,LLuvia intensa,447651,4473047,false,false,false,Turismo,Desconocido,5
2025S050501,2025-05-02,08:00:00,AVDA. POBLADOS / CALL. CONSUELO GUZMAN,11,CARABANCHEL,Colisión fronto-lateral,LLuvia intensa,436001,4469890,true,false,false,Turismo,Desconocido,5
2025S050502,2025-05-02,08:02:00,A- 4 ENTRADA A MADRID PK 5,17,VILLAVERDE,Solo salida de la vía,LLuvia intensa,442102,4469550,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S050516,2025-05-02,07:20:00,PASEO. ACACIAS / CALL. LAUREL,2,ARGANZUELA,Alcance,LLuvia intensa,440124,4472859,false,false,false,Bicicleta,Desconocido,6
2025S050581,2025-05-02,11:25:00,CALL. ORJIVA / AVDA. ORCASUR,12,USERA,Colisión fronto-lateral,,440408,4468625,false,false,false,Turismo,Desconocido,5
2025S050595,2025-05-02,09:25:00,AUTOV. M-45,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Lluvia débil,448073,4468129,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S050598,2025-05-02,12:15:00,AUTOV. A-42,12,USERA,Alcance,,439063,4470593,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050599,2025-05-02,11:08:00,CALL. ILLESCAS,10,LATINA,Colisión frontal,,435924,4471494,false,false,false,"Furgoneta, Turismo",Desconocido,1
2025S050600,2025-05-02,12:25:00,AUTOV. A-3,13,PUENTE DE VALLECAS,Solo salida de la vía,Despejado,446674,4471427,false,false,false,Turismo,Asistencia sanitaria sólo en el lugar del accidente,3
2025S050601,2025-05-02,07:50:00,CARRETERA BARRIO DE LA FORTUNA-CALLE DE LAS FLAUTAS,10,LATINA,Choque contra obstáculo fijo,LLuvia intensa,434956,4469126,false,false,false,Turismo,Desconocido,5
2025S050602,2025-05-02,12:15:00,CALL. DOCTOR VELASCO,3,RETIRO,Colisión lateral,Lluvia débil,441493,4473343,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050603,2025-05-02,12:40:00,PASEO. ERMITA DEL SANTO,11,CARABANCHEL,Alcance,Nublado,438508,4472989,false,false,false,"Furgoneta, Turismo",Asistencia sanitaria sólo en el lugar del accidente,1
2025S050604,2025-05-02,11:05:00,CORREGIDOR ALONSO DE AGUILAR / AVENIDA DE MORATALAZ,14,MORATALAZ,Otro,Lluvia débil,444176,4473140,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050605,2025-05-02,13:00:00,AVDA. PIO XII,5,CHAMARTÍN,Choque contra obstáculo fijo,,442737,4479345,false,false,false,Turismo,Desconocido,5
2025S050606,2025-05-02,12:07:00,CALL. AGUSTIN DE FOXA / CALL. JOSE VASCONCELOS,5,CHAMARTÍN,Colisión fronto-lateral,LLuvia intensa,441926,4480208,false,false,false,Turismo,Sin asistencia sanitaria,1
2025S050607,2025-05-02,15:10:00,CALL. VALMOJADO,10,LATINA,Alcance,Despejado,435454,4470935,false,false,false,"Autobús, Turismo",Desconocido,5
2025S050630,2025-05-02,16:30:00,RONDA. VALENCIA / CALL. FRAY LUIS DE LEON,2,ARGANZUELA,Colisión lateral,Nublado,440644,4473034,false,false,false,"Bicicleta, Turismo",Desconocido,5
2025S050641,2025-05-02,14:15:00,CALL. DUQUESA DE PARCENT,10,LATINA,Colisión fronto-lateral,Despejado,436760,4471885,false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S050642,2025-05-02,14:45:00,CALL. ALCALA / CALL. ANGEL GONZALEZ TEJEDOR,15,CIUDAD LINEAL,Colisión lateral,Despejado,444290,4475899,false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S050643,2025-05-02,18:10:00,AUTOV. M-30,15,CIUDAD LINEAL,Choque contra obstáculo fijo,LLuvia intensa,443232,4480034,false,false,false,Turismo,Desconocido,5
2025S050645,2025-05-02,18:00:00,CUSTA. VEGA,1,CENTRO,Colisión fronto-lateral,,439330,4474046,false,false,false,Turismo,Desconocido,5
2025S050653,2025-05-02,18:10:00,AUTOV. M-30,9,MONCLOA-ARAVACA,Caída,Lluvia débil,437465,4475844,false,false,false,Motocicleta hasta 125cc,Ingreso inferior o igual a 24 horas,7
2025S050671,2025-05-02,17:46:00,CALL. RAMON PEREZ DE AYALA,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Lluvia débil,444449,4472139,false,false,false,Turismo,Sin asistencia sanitaria,1
